# TRINCANEROELDELOSCOJONESPUROS final, seed=42, size=1154
-2,-2,0,0,-2,0,0,0,0,-2,0,0,0
-2,-2,0,0,-2,0,0,0,0,2,0,0,0
-2,-2,0,0,0,-2,-2,0,0,0,0,0,0
-2,-2,0,0,0,-2,2,0,0,0,0,0,0
-2,-2,0,0,0,0,0,-2,-2,0,0,0,0
-2,-2,0,0,0,0,0,-2,2,0,0,0,0
-2,-2,0,0,0,0,0,0,0,0,-2,-2,0
-2,-2,0,0,0,0,0,0,0,0,-2,2,0
-2,-2,0,0,0,0,0,0,0,0,2,-2,0
-2,-2,0,0,0,0,0,0,0,0,2,2,0
-2,-2,0,0,0,0,0,2,-2,0,0,0,0
-2,-2,0,0,0,0,0,2,2,0,0,0,0
-2,-2,0,0,0,2,-2,0,0,0,0,0,0
-2,-2,0,0,0,2,2,0,0,0,0,0,0
-2,-2,0,0,2,0,0,0,0,-2,0,0,0
-2,-2,0,0,2,0,0,0,0,2,0,0,0
-2,0,-2,-2,0,0,0,0,-2,0,0,0,0
-2,0,-2,-2,0,0,0,0,2,0,0,0,0
-2,0,-2,0,-2,0,0,0,0,0,-2,0,0
-2,0,-2,0,-2,0,0,0,0,0,2,0,0
-2,0,-2,0,0,-2,0,-2,0,0,0,0,0
-2,0,-2,0,0,-2,0,2,0,0,0,0,0
-2,0,-2,0,0,0,-2,0,0,0,0,-2,0
-2,0,-2,0,0,0,-2,0,0,0,0,2,0
-2,0,-2,0,0,0,2,0,0,0,0,-2,0
-2,0,-2,0,0,0,2,0,0,0,0,2,0
-2,0,-2,0,0,2,0,-2,0,0,0,0,0
-2,0,-2,0,0,2,0,2,0,0,0,0,0
-2,0,-2,0,2,0,0,0,0,0,-2,0,0
-2,0,-2,0,2,0,0,0,0,0,2,0,0
-2,0,-2,2,0,0,0,0,-2,0,0,0,0
-2,0,-2,2,0,0,0,0,2,0,0,0,0
-2,0,0,-2,-2,-2,0,0,0,0,0,0,0
-2,0,0,-2,-2,2,0,0,0,0,0,0,0
-2,0,0,-2,0,0,-2,0,0,0,-2,0,0
-2,0,0,-2,0,0,-2,0,0,0,2,0,0
-2,0,0,-2,0,0,0,-2,0,0,0,-2,0
-2,0,0,-2,0,0,0,-2,0,0,0,2,0
-2,0,0,-2,0,0,0,2,0,0,0,-2,0
-2,0,0,-2,0,0,0,2,0,0,0,2,0
-2,0,0,-2,0,0,2,0,0,0,-2,0,0
-2,0,0,-2,0,0,2,0,0,0,2,0,0
-2,0,0,-2,2,-2,0,0,0,0,0,0,0
-2,0,0,-2,2,2,0,0,0,0,0,0,0
-2,0,0,0,-2,0,-2,-2,0,0,0,0,0
-2,0,0,0,-2,0,-2,2,0,0,0,0,0
-2,0,0,0,-2,0,0,0,-2,0,0,-2,0
-2,0,0,0,-2,0,0,0,-2,0,0,2,0
-2,0,0,0,-2,0,0,0,2,0,0,-2,0
-2,0,0,0,-2,0,0,0,2,0,0,2,0
-2,0,0,0,-2,0,2,-2,0,0,0,0,0
-2,0,0,0,-2,0,2,2,0,0,0,0,0
-2,0,0,0,0,-2,0,0,-2,0,-2,0,0
-2,0,0,0,0,-2,0,0,-2,0,2,0,0
-2,0,0,0,0,-2,0,0,0,-2,0,-2,0
-2,0,0,0,0,-2,0,0,0,-2,0,2,0
-2,0,0,0,0,-2,0,0,0,2,0,-2,0
-2,0,0,0,0,-2,0,0,0,2,0,2,0
-2,0,0,0,0,-2,0,0,2,0,-2,0,0
-2,0,0,0,0,-2,0,0,2,0,2,0,0
-2,0,0,0,0,0,-2,0,-2,-2,0,0,0
-2,0,0,0,0,0,-2,0,-2,2,0,0,0
-2,0,0,0,0,0,-2,0,2,-2,0,0,0
-2,0,0,0,0,0,-2,0,2,2,0,0,0
-2,0,0,0,0,0,0,-2,0,-2,-2,0,0
-2,0,0,0,0,0,0,-2,0,-2,2,0,0
-2,0,0,0,0,0,0,-2,0,2,-2,0,0
-2,0,0,0,0,0,0,-2,0,2,2,0,0
-2,0,0,0,0,0,0,2,0,-2,-2,0,0
-2,0,0,0,0,0,0,2,0,-2,2,0,0
-2,0,0,0,0,0,0,2,0,2,-2,0,0
-2,0,0,0,0,0,0,2,0,2,2,0,0
-2,0,0,0,0,0,2,0,-2,-2,0,0,0
-2,0,0,0,0,0,2,0,-2,2,0,0,0
-2,0,0,0,0,0,2,0,2,-2,0,0,0
-2,0,0,0,0,0,2,0,2,2,0,0,0
-2,0,0,0,0,2,0,0,-2,0,-2,0,0
-2,0,0,0,0,2,0,0,-2,0,2,0,0
